Country Name,Country Code,Population_1961,Population_1962,Population_1963,Population_1964,Population_1965,Population_1966,Population_1967,Population_1968,Population_1969,Population_1970,Population_1971,Population_1972,Population_1973,Population_1974,Population_1975,Population_1976,Population_1977,Population_1978,Population_1979,Population_1980,Population_1981,Population_1982,Population_1983,Population_1984,Population_1985,Population_1986,Population_1987,Population_1988,Population_1989,Population_1990,Population_1991,Population_1992,Population_1993,Population_1994,Population_1995,Population_1996,Population_1997,Population_1998,Population_1999,Population_2000,Population_2001,Population_2002,Population_2003,Population_2004,Population_2005,Population_2006,Population_2007,Population_2008,Population_2009,Population_2010,Population_2011,Population_2012,Population_2013,Population_2014,Population_2015,Population_2016,Population_2017,Population_2018,Population_2019
Costa Rica,CRI,1296587,1344643.0,1393663.0,1442837.0,1491569.0,1539704.0,1587301.0,1634274.0,1680554.0,1726199.0,1771099.0,1815461.0,1860053.0,1905904.0,1953777.0,2003963.0,2056375.0,2110961.0,2167532.0,2225913.0,2286196.0,2348432.0,2412390.0,2477740.0,2544254.0,2611711.0,2680145.0,2749909.0,2821488.0,2895181.0,2970893.0,3048217.0,3126755.0,3205978.0,3285349.0,3364836.0,3444105.0,3521881.0,3596581.0,3667107.0,3732873.0,3794226.0,3852188.0,3908303.0,3963730.0,4018758.0,4073153.0,4126892.0,4179826.0,4231868.0,4283060.0,4333527.0,4383256.0,4432238.0,4480414.0,4527798.0,4574329.0,4619834.0,4664088.0
Cuba,CUB,7134000,7291097.0,7455289.0,7619685.0,7779237.0,7931518.0,8077636.0,8220182.0,8363362.0,8509734.0,8660315.0,8812547.0,8961128.0,9098835.0,9220524.0,9325098.0,9414418.0,9490143.0,9555120.0,9612146.0,9660264.0,9700609.0,9740525.0,9789532.0,9853982.0,9937538.0,10037294.0,10144896.0,10248242.0,10338593.0,10413013.0,10474144.0,10525644.0,10573490.0,10621952.0,10671628.0,10720720.0,10768375.0,10813134.0,10853794.0,10891030.0,10925103.0,10953873.0,10974516.0,10985453.0,10985127.0,10975245.0,10961432.0,10951417.0,10950561.0,10961128.0,10981040.0,11006002.0,11029566.0,11046993.0,11057063.0,11061110.0,11060016.0,11055474.0
Curacao,CUW,126051,128318.0,130739.0,133005.0,135104.0,136511.0,137959.0,140098.0,142359.0,144497.0,147119.0,147439.0,146640.0,148069.0,148843.0,149112.0,149172.0,148052.0,147562.0,147752.0,148338.0,149800.0,150852.0,151629.0,152396.0,152347.0,151139.0,148925.0,146595.0,145054.0,144056.0,143565.0,143951.0,144281.0,144788.0,145948.0,146595.0,144096.0,138975.0,133311.0,128429.0,128586.0,131238.0,133502.0,136906.0,140422.0,143195.0,144997.0,145941.0,147788.0,149888.0,151132.0,152845.0,154905.0,156949.0,158613.0,159120.0,158747.0,156484.0
Cayman Islands,CYM,7828,7944.0,8023.0,8092.0,8161.0,8231.0,8310.0,8416.0,8605.0,8909.0,9324.0,9847.0,10458.0,11124.0,11830.0,12562.0,13336.0,14112.0,14858.0,15544.0,16153.0,16698.0,17237.0,17856.0,18602.0,19500.0,20535.0,21663.0,22846.0,24025.0,25167.0,26312.0,27505.0,28839.0,30360.0,32101.0,34013.0,35998.0,37910.0,39636.0,41136.0,42441.0,43623.0,44795.0,46048.0,47410.0,48828.0,50260.0,51628.0,52873.0,53986.0,54984.0,55885.0,56733.0,57544.0,58326.0,59079.0,59813.0,60530.0
Cyprus,CYP,585326,586641.0,586866.0,587589.0,589961.0,594355.0,600416.0,607670.0,615359.0,622929.0,630237.0,637442.0,644617.0,651909.0,659395.0,667240.0,675307.0,683097.0,689920.0,695377.0,699189.0,701750.0,704155.0,707835.0,713867.0,722594.0,733703.0,746869.0,761503.0,777126.0,793684.0,811212.0,829382.0,847779.0,866086.0,884162.0,901967.0,919519.0,936904.0,954190.0,971219.0,987952.0,1004597.0,1021486.0,1038782.0,1056665.0,1074907.0,1092795.0,1109360.0,1123942.0,1136220.0,1146490.0,1155364.0,1163836.0,1172590.0,1181847.0,1191396.0,1201037.0,1210403.0
Germany,DEU,73123148,73766216.0,74449199.0,75048620.0,75688928.0,76320598.0,76669542.0,77010505.0,77621186.0,77879402.0,78022291.0,78395613.0,78642514.0,78673160.0,78379830.0,78043763.0,77867090.0,77799321.0,77833714.0,77995165.0,78113958.0,78039661.0,77835078.0,77566028.0,77392676.0,77428097.0,77547040.0,77850000.0,78452043.0,79128276.0,79704809.0,80310842.0,80838798.0,81119193.0,81357606.0,81593116.0,81712498.0,81724872.0,81777695.0,81888448.0,82026205.0,82164114.0,82209603.0,82191756.0,82145089.0,82052431.0,81942712.0,81786904.0,81579670.0,81454691.0,79944753.0,80094832.0,80313411.0,80648219.0,81346393.0,82003036.0,82309501.0,82556863.0,82782616.0
Djibouti,DJI,116867,124169.0,132360.0,141206.0,150575.0,160586.0,171366.0,182798.0,194670.0,206965.0,219188.0,231581.0,245794.0,263954.0,287332.0,316986.0,351879.0,388608.0,422510.0,450331.0,469942.0,482719.0,493291.0,508359.0,532321.0,567114.0,610320.0,656648.0,698560.0,730682.0,750757.0,760846.0,765091.0,769865.0,779725.0,795963.0,816965.0,840842.0,864614.0,886096.0,904949.0,921981.0,937524.0,952172.0,966442.0,980296.0,993638.0,1007003.0,1021047.0,1036198.0,1052686.0,1070370.0,1088897.0,1107722.0,1126418.0,1144898.0,1163216.0,1181337.0,1199236.0
Dominica,DMA,60459,61393.0,62313.0,63303.0,64395.0,65643.0,66990.0,68317.0,69468.0,70314.0,70802.0,70963.0,70970.0,71033.0,71321.0,71873.0,72646.0,73476.0,74137.0,74491.0,74486.0,74183.0,73667.0,73039.0,72393.0,71729.0,71042.0,70412.0,69931.0,69630.0,69585.0,69753.0,70036.0,70245.0,70299.0,70139.0,69805.0,69394.0,69047.0,68864.0,68875.0,69049.0,69309.0,69587.0,69791.0,69918.0,69994.0,70026.0,70050.0,70077.0,70115.0,70163.0,70213.0,70281.0,70378.0,70500.0,70649.0,70814.0,70995.0
Denmark,DNK,4609817,4645702.0,4682297.0,4719719.0,4756497.0,4794692.0,4832494.0,4861916.0,4888802.0,4925538.0,4959765.0,4988134.0,5018287.0,5041652.0,5056186.0,5068895.0,5084682.0,5100475.0,5113003.0,5119221.0,5117767.0,5114006.0,5110494.0,5107817.0,5109887.0,5116720.0,5123201.0,5125691.0,5128766.0,5137098.0,5150430.0,5167461.0,5184677.0,5202186.0,5229287.0,5258881.0,5280735.0,5299913.0,5317450.0,5335223.0,5354340.0,5371446.0,5386057.0,5399976.0,5414852.0,5432648.0,5456740.0,5488801.0,5518170.0,5542682.0,5565503.0,5586444.0,5609734.0,5638178.0,5678007.0,5722318.0,5759133.0,5787689.0,5812527.0
Dominican Republic,DOM,3340557,3451228.0,3564131.0,3678867.0,3795130.0,3912720.0,4031510.0,4151411.0,4272356.0,4394279.0,4517050.0,4640542.0,4764749.0,4889646.0,5015227.0,5141459.0,5268259.0,5395401.0,5522654.0,5649834.0,5776873.0,5903797.0,6030749.0,6157903.0,6285402.0,6413156.0,6541137.0,6669629.0,6799016.0,6929508.0,7061248.0,7193958.0,7326847.0,7458900.0,7589327.0,7717823.0,7844532.0,7969689.0,8093736.0,8217001.0,8339542.0,8461217.0,8581905.0,8701431.0,8819700.0,8936645.0,9052391.0,9167217.0,9281514.0,9395545.0,9509294.0,9622671.0,9735677.0,9848339.0,9960568.0,10072376.0,10183538.0,10293402.0,10401118.0
Algeria,DZA,11121645,11396345.0,11680123.0,11979103.0,12297510.0,12637410.0,12996990.0,13371948.0,13756020.0,14144965.0,14537716.0,14936626.0,15345137.0,15768254.0,16209878.0,16669929.0,17148011.0,17647191.0,18171169.0,18721920.0,19299875.0,19902345.0,20524037.0,21157733.0,21797302.0,22439662.0,23082973.0,23723721.0,24358365.0,24983512.0,25598185.0,26199826.0,26781889.0,27336504.0,27858582.0,28346992.0,28804876.0,29237204.0,29651280.0,30054065.0,30447726.0,30835954.0,31229394.0,31640949.0,32080727.0,32552674.0,33057691.0,33598579.0,34177178.0,34794082.0,35449364.0,36141128.0,36864936.0,37614619.0,38383984.0,39171376.0,39972412.0,40774808.0,41563372.0
Ecuador,ECU,4546197,4675668.0,4809634.0,4948402.0,5092131.0,5240881.0,5394483.0,5552662.0,5715044.0,5881289.0,6051332.0,6225064.0,6402093.0,6581920.0,6764210.0,6948758.0,7135643.0,7325062.0,7517389.0,7712911.0,7911587.0,8113348.0,8318357.0,8526820.0,8738837.0,8954351.0,9173176.0,9395136.0,9619984.0,9847440.0,10077225.0,10308997.0,10542352.0,10776834.0,11011944.0,11247775.0,11483896.0,11718811.0,11950589.0,12177978.0,12400216.0,12617977.0,12833298.0,13049088.0,13267473.0,13489707.0,13715372.0,13942932.0,14170023.0,14395234.0,14616737.0,14835834.0,15057910.0,15290365.0,15537746.0,15802957.0,16082438.0,16366391.0,16641218.0
Spain,ESP,30903894,31188220.0,31461754.0,31774388.0,32119409.0,32448321.0,32847651.0,33277185.0,33605109.0,33978338.0,34387806.0,34767494.0,35151653.0,35535723.0,35919968.0,36299589.0,36673160.0,37026277.0,37352695.0,37652624.0,37920288.0,38147958.0,38333808.0,38492991.0,38632476.0,38747903.0,38848388.0,38930772.0,38991806.0,39031511.0,39130857.0,39322503.0,39526407.0,39714592.0,39889879.0,40056027.0,40223910.0,40390376.0,40554087.0,40735419.0,41018151.0,41597572.0,42349845.0,43080577.0,43808358.0,44548874.0,45373510.0,46097367.0,46505668.0,46719784.0,46885797.0,46916238.0,46762508.0,46622711.0,46586537.0,46625870.0,46735249.0,46939941.0,47218985.0
Estonia,EST,1224467,1240894.0,1257999.0,1276085.0,1293433.0,1307376.0,1317675.0,1329875.0,1343822.0,1358552.0,1375308.0,1390765.0,1404117.0,1416266.0,1427390.0,1437564.0,1448145.0,1458074.0,1466185.0,1475031.0,1485426.0,1496119.0,1506399.0,1516224.0,1526338.0,1537686.0,1549651.0,1559284.0,1565492.0,1566533.0,1558667.0,1530234.0,1490841.0,1458958.0,1432910.0,1411769.0,1395662.0,1382256.0,1386326.0,1393032.0,1384159.0,1375391.0,1366759.0,1358588.0,1350813.0,1342848.0,1336722.0,1333138.0,1330568.0,1327534.0,1323504.0,1318767.0,1314074.0,1310628.0,1311487.0,1311869.0,1313457.0,1318028.0,1322619.0
Ethiopia,ETH,24648849,25239899.0,25859433.0,26501819.0,27163295.0,27836228.0,28521524.0,29233475.0,29992042.0,30807711.0,31698463.0,32650897.0,33607218.0,34488553.0,35243897.0,35846156.0,36328831.0,36776219.0,37307346.0,38008097.0,38908899.0,39986691.0,41208054.0,42517680.0,43875566.0,45270851.0,46718388.0,48233227.0,49838964.0,51549370.0,53370592.0,55286869.0,57263718.0,59254521.0,61226082.0,63165113.0,65081552.0,66994205.0,68932898.0,70920008.0,72962103.0,75054192.0,77193948.0,79375749.0,81596944.0,83855662.0,86158300.0,88519918.0,90960281.0,93492407.0,96121984.0,98841868.0,101636146.0,104481879.0,107361533.0,110268997.0,113205976.0,116171988.0,119168718.0
Finland,FIN,4461004,4491339.0,4523092.0,4548255.0,4563418.0,4580522.0,4605328.0,4626005.0,4623320.0,4605811.0,4611624.0,4639072.0,4665418.0,4689843.0,4710659.0,4724859.0,4738076.0,4751680.0,4763824.0,4778643.0,4799025.0,4825913.0,4854675.0,4880616.0,4900972.0,4916890.0,4930836.0,4945169.0,4963022.0,4985027.0,5012254.0,5040418.0,5064806.0,5086638.0,5106051.0,5122801.0,5138035.0,5151675.0,5163633.0,5174353.0,5186134.0,5198704.0,5211101.0,5226231.0,5244118.0,5264244.0,5286640.0,5311252.0,5336653.0,5361068.0,5385920.0,5411547.0,5436479.0,5458962.0,5476943.0,5492685.0,5505575.0,5512878.0,5517663.0
Fiji,FJI,407359,421530.0,435905.0,449914.0,463125.0,475375.0,486789.0,497600.0,508221.0,518934.0,529857.0,540912.0,552050.0,563172.0,574229.0,585013.0,595609.0,606545.0,618570.0,632077.0,647521.0,664464.0,681366.0,696101.0,707233.0,714021.0,717138.0,718277.0,719928.0,723871.0,730623.0,739577.0,749929.0,760430.0,770118.0,778967.0,787215.0,794550.0,800630.0,805286.0,808179.0,809501.0,810314.0,812083.0,815792.0,821990.0,830210.0,839266.0,847442.0,853556.0,857153.0,858760.0,859295.0,860133.0,862288.0,866024.0,871033.0,876992.0,883391.0
France,FRA,47156313,47814843.0,48486563.0,49128991.0,49711742.0,50220273.0,50662875.0,51060138.0,51444147.0,51837637.0,52248651.0,52667773.0,53079769.0,53461964.0,53799231.0,54086388.0,54332895.0,54556030.0,54780276.0,55023535.0,55290981.0,55578146.0,55881384.0,56193608.0,56508941.0,56828635.0,57153400.0,57476084.0,57787525.0,58081482.0,58403346.0,58693751.0,58948066.0,59167489.0,59381231.0,59591489.0,59802294.0,60022724.0,60331515.0,60744743.0,61186835.0,61631805.0,62068638.0,62525658.0,62996977.0,63436196.0,63828674.0,64185383.0,64515610.0,64834340.0,65147917.0,65463236.0,65800231.0,66111929.0,66347003.0,66522072.0,66661775.0,66762924.0,66856548.0
Faroe Islands,FRO,35000,35444.0,35885.0,36318.0,36755.0,37182.0,37605.0,38021.0,38463.0,38898.0,39343.0,39806.0,40264.0,40723.0,41168.0,41588.0,41997.0,42398.0,42793.0,43191.0,43576.0,43956.0,44333.0,44733.0,45168.0,45652.0,46178.0,46655.0,46989.0,47096.0,46942.0,46561.0,46087.0,45677.0,45446.0,45436.0,45616.0,45914.0,46251.0,46548.0,46808.0,47042.0,47240.0,47407.0,47528.0,47598.0,47631.0,47626.0,47614.0,47620.0,47629.0,47649.0,47698.0,47766.0,47857.0,47978.0,48135.0,48300.0,48480.0
Gabon,GAB,450485,455347.0,460917.0,467386.0,474864.0,483467.0,493115.0,503426.0,513888.0,524165.0,534120.0,543893.0,553775.0,564186.0,575445.0,587637.0,600687.0,614579.0,629242.0,644624.0,660723.0,677571.0,695195.0,713616.0,732848.0,752897.0,773704.0,795185.0,817217.0,839710.0,862649.0,886019.0,909736.0,933692.0,957832.0,982246.0,1006982.0,1032010.0,1057269.0,1082801.0,1108621.0,1135017.0,1162554.0,1191985.0,1223915.0,1258285.0,1295067.0,1334873.0,1378448.0,1426123.0,1478277.0,1534282.0,1592265.0,1649690.0,1704709.0,1756590.0,1805719.0,1852721.0,1898744.0
United Kingdom,GBR,52807000,53255153.0,53653697.0,54002584.0,54349534.0,54649165.0,54943475.0,55210922.0,55440491.0,55661545.0,55894025.0,56083538.0,56191890.0,56227324.0,56223150.0,56209317.0,56190839.0,56193851.0,56244273.0,56311495.0,56331104.0,56310913.0,56330116.0,56419265.0,56547309.0,56678278.0,56798797.0,56924927.0,57073109.0,57243718.0,57420743.0,57576027.0,57714063.0,57860995.0,58014065.0,58161784.0,58311582.0,58481505.0,58676486.0,58886138.0,59112835.0,59363082.0,59639501.0,59978816.0,60390637.0,60834538.0,61308236.0,61790752.0,62258132.0,62746166.0,63236531.0,63676248.0,64102714.0,64574807.0,65086477.0,65579751.0,66025283.0,66425349.0,66798165.0
Georgia,GEO,4211113,4275094.0,4338067.0,4399247.0,4457175.0,4508142.0,4552361.0,4593653.0,4636634.0,4681416.0,4730136.0,4777956.0,4820036.0,4861891.0,4897772.0,4933089.0,4966714.0,4995711.0,5032495.0,5074914.0,5116544.0,5159864.0,5205211.0,5249657.0,5295680.0,5342716.0,5386824.0,5440160.0,5454449.0,5452973.0,5491333.0,5533864.0,5576395.0,5490550.0,5284231.0,5092437.0,4929096.0,4807139.0,4708238.0,4616680.0,4545064.0,4504283.0,4854987.0,4414123.0,4386080.0,4361146.0,4338396.0,4325216.0,4286800.0,4255529.0,4221393.0,4190300.0,4177688.0,4179650.0,4186232.0,4188736.0,4189297.0,4187662.0,4180726.0
Ghana,GHA,7153508,7383418.0,7617849.0,7848444.0,8069558.0,8277410.0,8474533.0,8669187.0,8873287.0,9094911.0,9339133.0,9602233.0,9872960.0,10135207.0,10378486.0,10597754.0,10799774.0,11000287.0,11221428.0,11478912.0,11778319.0,12114460.0,12479041.0,12859055.0,13244972.0,13634179.0,14029383.0,14432472.0,14846974.0,15275048.0,15717414.0,16171711.0,16633499.0,17096773.0,17557508.0,18014277.0,18469084.0,18925583.0,19389157.0,19864093.0,20350669.0,20848687.0,21361244.0,21891989.0,22443110.0,23016399.0,23610221.0,24219064.0,24835158.0,25452819.0,26069889.0,26687609.0,27307789.0,27933624.0,28567386.0,29209181.0,29857780.0,30512510.0,31172367.0
Gibraltar,GIB,24349,24855.0,25437.0,26033.0,26633.0,27199.0,27745.0,28263.0,28750.0,29196.0,29601.0,29958.0,30254.0,30494.0,30678.0,30793.0,30848.0,30846.0,30782.0,30676.0,30509.0,30293.0,30079.0,29875.0,29743.0,29682.0,29703.0,29748.0,29777.0,29736.0,29608.0,29422.0,29253.0,29178.0,29270.0,29553.0,29995.0,30540.0,31128.0,31682.0,32213.0,32719.0,33177.0,33555.0,33850.0,34051.0,34153.0,34196.0,34202.0,34222.0,34250.0,34285.0,34332.0,34366.0,34377.0,34378.0,34369.0,34359.0,34342.0
Guinea,GIN,3072827,3123757.0,3176187.0,3230516.0,3286910.0,3345605.0,3406298.0,3467969.0,3529252.0,3589227.0,3647877.0,3705708.0,3762978.0,3820120.0,3877726.0,3935992.0,3995653.0,4058599.0,4127167.0,4203215.0,4287066.0,4378805.0,4479717.0,4591200.0,4713962.0,4848777.0,4994630.0,5148213.0,5304993.0,5461622.0,5616452.0,5769980.0,5923532.0,6079445.0,6239171.0,6403620.0,6571527.0,6739779.0,6904062.0,7061667.0,7211192.0,7354540.0,7496229.0,7642649.0,7798461.0,7966017.0,8144370.0,8331001.0,8521852.0,8714401.0,8907441.0,9103210.0,9306690.0,9524692.0,9761828.0,10019978.0,10297031.0,10588760.0,10888906.0
Guinea-Bissau,GNB,622070,628155.0,634246.0,641003.0,648922.0,658049.0,668199.0,679284.0,691135.0,703532.0,716804.0,730795.0,744287.0,755671.0,763919.0,768326.0,769637.0,770041.0,772614.0,779515.0,791518.0,807898.0,827401.0,848137.0,868696.0,888741.0,908662.0,928641.0,949062.0,970190.0,992086.0,1014534.0,1037220.0,1059760.0,1081896.0,1103517.0,1124844.0,1146350.0,1168732.0,1192486.0,1217830.0,1244672.0,1272975.0,1302572.0,1333381.0,1365365.0,1398618.0,1433254.0,1469429.0,1507239.0,1546700.0,1587704.0,1629949.0,1673065.0,1716741.0,1760871.0,1805458.0,1850482.0,1895939.0
Equatorial Guinea,GNQ,248028,251292.0,254890.0,259277.0,264665.0,271479.0,279298.0,286501.0,290857.0,290840.0,285884.0,276802.0,265228.0,253634.0,243935.0,236344.0,230744.0,228371.0,230554.0,238006.0,251379.0,269937.0,291418.0,312696.0,331515.0,347061.0,359946.0,371033.0,381827.0,393450.0,406071.0,419372.0,433542.0,448700.0,464951.0,482479.0,501378.0,521558.0,542856.0,565169.0,588444.0,612822.0,638595.0,666157.0,695767.0,727486.0,761182.0,796614.0,833466.0,871450.0,910471.0,950485.0,991280.0,1032641.0,1074381.0,1116403.0,1158611.0,1200953.0,1243329.0
Greece,GRC,8398050,8448084.0,8479417.0,8510164.0,8549974.0,8613056.0,8683202.0,8739689.0,8771626.0,8791643.0,8829785.0,8887182.0,8927542.0,8960412.0,9044520.0,9185001.0,9304508.0,9425151.0,9542654.0,9636384.0,9722785.0,9782722.0,9839631.0,9888648.0,9927045.0,9959880.0,9993182.0,10029477.0,10081816.0,10188462.0,10310759.0,10389521.0,10450639.0,10502966.0,10552036.0,10598536.0,10650815.0,10709843.0,10750912.0,10794888.0,10851009.0,10890785.0,10916775.0,10943785.0,10975878.0,11008842.0,11036888.0,11066186.0,11095293.0,11109593.0,11093156.0,11033169.0,10953165.0,10880205.0,10808520.0,10763566.0,10742277.0,10720483.0,10703929.0
Grenada,GRD,90865,92009.0,92929.0,93633.0,94142.0,94438.0,94524.0,94431.0,94233.0,93981.0,93728.0,93491.0,93178.0,92701.0,92005.0,90986.0,89736.0,88609.0,88109.0,88538.0,90091.0,92558.0,95394.0,97805.0,99253.0,99496.0,98743.0,97427.0,96232.0,95641.0,95769.0,96466.0,97518.0,98626.0,99551.0,100256.0,100816.0,101266.0,101673.0,102070.0,102482.0,102863.0,103231.0,103570.0,103881.0,104151.0,104406.0,104670.0,105000.0,105440.0,105997.0,106640.0,107356.0,108080.0,108770.0,109425.0,110032.0,110606.0,111149.0
Greenland,GRL,33726,35003.0,36376.0,37556.0,39121.0,40397.0,41770.0,43239.0,44708.0,46177.0,46966.0,48048.0,48739.0,49234.0,49333.0,49432.0,49133.0,48934.0,49330.0,49923.0,50712.0,51207.0,51800.0,52393.0,52888.0,53185.0,53778.0,54469.0,54964.0,55261.0,55162.0,54963.0,54864.0,55161.0,55458.0,55557.0,55656.0,55755.0,55755.0,55854.0,56003.0,56260.0,56415.0,56560.0,56584.0,56424.0,56206.0,55980.0,55975.0,56550.0,56535.0,56455.0,56129.0,55942.0,55762.0,55834.0,55820.0,55672.0,55872.0
Guatemala,GTM,4231703,4355952.0,4483242.0,4612958.0,4744450.0,4877504.0,5011369.0,5145248.0,5278494.0,5410861.0,5542520.0,5674014.0,5806003.0,5939084.0,6073150.0,6209135.0,6348851.0,6494924.0,6650099.0,6815996.0,6992577.0,7179402.0,7374366.0,7576401.0,7785062.0,8000177.0,8221667.0,8449263.0,8682405.0,8919823.0,9159715.0,9400127.0,9639889.0,9879976.0,10122331.0,10365542.0,10609968.0,10860574.0,11117913.0,11388517.0,11662115.0,11930097.0,12190262.0,12449425.0,12708021.0,12965514.0,13221708.0,13476549.0,13730051.0,13982211.0,14236616.0,14489671.0,14744279.0,14999172.0,15252878.0,15505782.0,15758162.0,16010353.0,16260176.0
Guam,GUM,66400,67878.0,69499.0,71199.0,72912.0,74623.0,76353.0,78098.0,79853.0,81621.0,83401.0,85192.0,86998.0,88839.0,90739.0,92694.0,94705.0,96774.0,98901.0,101099.0,103357.0,105681.0,108076.0,110531.0,113035.0,115585.0,118161.0,120800.0,123529.0,126364.0,129308.0,132307.0,135299.0,138156.0,140800.0,143197.0,145350.0,147247.0,148859.0,150184.0,151217.0,151964.0,152486.0,152857.0,153148.0,153386.0,153578.0,153761.0,153945.0,154156.0,154396.0,154690.0,155087.0,155675.0,156482.0,157540.0,158821.0,160252.0,161720.0
Guyana,GUY,584710,601350.0,617294.0,632252.0,646001.0,658420.0,669571.0,679674.0,689117.0,698159.0,706772.0,714909.0,722756.0,730567.0,738440.0,746573.0,754768.0,762353.0,768396.0,772246.0,773807.0,773326.0,771048.0,767348.0,762598.0,756647.0,749688.0,742918.0,737899.0,735643.0,736795.0,740869.0,746334.0,751022.0,753388.0,752897.0,750096.0,745936.0,741864.0,738930.0,737435.0,737022.0,737372.0,737960.0,738381.0,738559.0,738689.0,739028.0,739919.0,741617.0,744178.0,747506.0,751342.0,755383.0,759382.0,763265.0,767070.0,770804.0,774517.0
Honduras,HND,2018693,2074944.0,2132898.0,2192993.0,2255541.0,2320725.0,2388546.0,2458887.0,2531535.0,2606379.0,2683392.0,2762753.0,2844801.0,2929988.0,3018674.0,3110963.0,3206768.0,3305904.0,3408090.0,3513117.0,3620938.0,3731612.0,3845031.0,3961088.0,4079705.0,4200919.0,4324757.0,4451245.0,4580385.0,4712228.0,4846554.0,4983467.0,5123750.0,5268480.0,5418293.0,5573404.0,5733213.0,5896541.0,6061748.0,6227520.0,6393333.0,6559099.0,6724589.0,6889691.0,7054237.0,7218119.0,7380990.0,7542212.0,7701013.0,7856921.0,8009592.0,8159315.0,8307007.0,8453993.0,8601219.0,8748957.0,8897009.0,9045331.0,9193733.0
Croatia,HRV,4055443,4083973.0,4112061.0,4138446.0,4165649.0,4194525.0,4221665.0,4247802.0,4272892.0,4293046.0,4311515.0,4330242.0,4349267.0,4369166.0,4389959.0,4413104.0,4436041.0,4456923.0,4470225.0,4475091.0,4486486.0,4508541.0,4531849.0,4553232.0,4573744.0,4593188.0,4610955.0,4625972.0,4637683.0,4647506.0,4560757.0,4449299.0,4473198.0,4523054.0,4491840.0,4430233.0,4408621.0,4405913.0,4386878.0,4343604.0,4176476.0,4178935.0,4180125.0,4181291.0,4186674.0,4187659.0,4186744.0,4186247.0,4181850.0,4172365.0,4157959.0,4145250.0,4133705.0,4116867.0,4082940.0,4054425.0,4005747.0,3969956.0,3950150.0
Haiti,HTI,3770962,3844127.0,3918561.0,3994215.0,4071007.0,4149197.0,4228699.0,4308693.0,4388074.0,4466240.0,4542895.0,4618797.0,4695772.0,4776307.0,4862266.0,4954024.0,5051336.0,5154645.0,5264278.0,5380275.0,5502992.0,5631921.0,5765071.0,5899776.0,6034035.0,6167066.0,6299105.0,6430469.0,6561882.0,6693882.0,6826375.0,6959050.0,7092015.0,7225385.0,7359270.0,7493732.0,7628773.0,7764311.0,7900243.0,8036523.0,8173049.0,8309872.0,8447276.0,8585632.0,8725144.0,8865857.0,9007546.0,9149897.0,9292448.0,9434822.0,9576936.0,9718687.0,9859628.0,9999253.0,10137195.0,10273167.0,10407239.0,10539827.0,10671564.0
Hungary,HUN,10029000,10061360.0,10087538.0,10119374.0,10147434.0,10178104.0,10215982.0,10255116.0,10297932.0,10337042.0,10366624.0,10397527.0,10431036.0,10477592.0,10539209.0,10597194.0,10646427.0,10683149.0,10702459.0,10709426.0,10710152.0,10703838.0,10687756.0,10666370.0,10646974.0,10628812.0,10610977.0,10594713.0,10479338.0,10371074.0,10370486.0,10366427.0,10354606.0,10340432.0,10326036.0,10308299.0,10287532.0,10263595.0,10234522.0,10207936.0,10184521.0,10155520.0,10126431.0,10104007.0,10083912.0,10068210.0,10052613.0,10035011.0,10019466.0,9996821.0,9968494.0,9917013.0,9889705.0,9863064.0,9839604.0,9810566.0,9784484.0,9772079.0,9766464.0
Indonesia,IDN,102381963,105095592.0,107894351.0,110786580.0,113777067.0,116864813.0,120042867.0,123302836.0,126633746.0,130026416.0,133476839.0,136982641.0,140538303.0,144138251.0,147777898.0,151448097.0,155145767.0,158879355.0,162661978.0,166499628.0,170395092.0,174334242.0,178285547.0,182207142.0,186068005.0,189854543.0,193571033.0,197226370.0,200837447.0,204416482.0,207967001.0,211483604.0,214959770.0,218385945.0,221757246.0,225073275.0,228342978.0,231582634.0,234813887.0,238054106.0,241310911.0,244586348.0,247885432.0,251211751.0,254568696.0,257953393.0,261368275.0,264827042.0,268347171.0,271937050.0,275602756.0,279328608.0,283074186.0,286784940.0,290419840.0,293962281.0,297416639.0,300788659.0,304099093.0
Isle of Man,IMN,47243,47377.0,47749.0,48324.0,49052.0,49932.0,50967.0,52066.0,53152.0,54168.0,55073.0,55856.0,56587.0,57323.0,58100.0,58974.0,59900.0,60798.0,61542.0,62050.0,62269.0,62265.0,62190.0,62299.0,62757.0,63649.0,64880.0,66285.0,67581.0,68579.0,69195.0,69508.0,69678.0,69905.0,70362.0,71087.0,72029.0,73087.0,74112.0,75023.0,75762.0,76359.0,76909.0,77527.0,78289.0,79239.0,80326.0,81391.0,82233.0,82700.0,82728.0,82383.0,81838.0,81361.0,81113.0,81165.0,81468.0,81933.0,82426.0
India,IND,454425502,463658999.0,473196055.0,482998511.0,493045522.0,503317981.0,513842832.0,524700513.0,536000157.0,547816495.0,560185647.0,573076583.0,586414409.0,600089051.0,614021674.0,628172814.0,642566143.0,657260202.0,672343638.0,687871563.0,703856028.0,720246584.0,736959096.0,753878243.0,770914782.0,788036515.0,805246322.0,822533012.0,839895585.0,857332563.0,874819829.0,892344024.0,909928864.0,927611010.0,945411314.0,963328928.0,981335209.0,999388421.0,1017432983.0,1035422474.0,1053322523.0,1071119067.0,1088808501.0,1106396107.0,1123873960.0,1141245637.0,1158469568.0,1175439874.0,1192020421.0,1208116738.0,1223684235.0,1238755411.0,1253410087.0,1267769454.0,1281925787.0,1295897241.0,1309667411.0,1323252897.0,1336685317.0
